name,actual ,predict,accuracy,sensitivity,specificity,accuracy
DUF150_C,295,295,1,1,1,1
Zona_pellucida,15,15,1,1,1,1
Phospholip_A2_1,15,15,1,1,1,1
RAI1,14,14,1,1,1,1
Fasciclin,26,26,1,1,1,1
Hydrolase_like,29,29,1,1,1,1
CpeT,14,14,1,1,1,1
CpeS,12,12,1,1,1,1
DUF1794,35,35,1,1,1,1
Trypsin,209,209,1,1,1,1
Amidase_2,12,12,1,1,1,1
Herpes_Helicase,11,11,1,1,1,1
IBN_N,18,18,1,1,1,1
Pentaxin,12,12,1,1,1,1
DUF167,83,83,1,1,1,1
CarS-like,37,37,1,1,1,1
LisH,12,12,1,1,1,1
UDG,154,154,1,1,1,1
ANAPC4_WD40,17,17,1,1,1,1
PfkB,144,144,1,1,1,1
Na_H_Exchanger,53,53,1,1,1,1
OstA_C,62,62,1,1,1,1
GARS_N,49,49,1,1,1,1
Clp_N,83,83,1,1,1,1
RAMPs,11,11,1,1,1,1
RuBisCO_large,17,17,1,1,1,1
MIP,68,68,1,1,1,1
ZipA_C,30,30,1,1,1,1
PCRF,155,155,1,1,1,1
WEMBL,11,11,1,1,1,1
UPF0054,330,330,1,1,1,1
tRNA_anti_2,108,108,1,1,1,1
PMI_typeI,16,16,1,1,1,1
ABC2_membrane_3,29,29,1,1,1,1
Ldh_2,13,13,1,1,1,1
PALP,250,250,1,1,1,1
Ppx-GppA,18,18,1,1,1,1
SUI1,35,35,1,1,1,1
GHMP_kinases_C,77,77,1,1,1,1
Cutinase,19,19,1,1,1,1
GHMP_kinases_N,453,453,1,1,1,1
LMWPc,34,34,1,1,1,1
URO-D,173,173,1,1,1,1
PAD_porph,23,23,1,1,1,1
DUF359,42,42,1,1,1,1
Steroid_dh,17,17,1,1,1,1
HIG_1_N,29,29,1,1,1,1
zf-RING_UBOX,20,20,1,1,1,1
Ras,131,131,1,1,1,1
G3P_acyltransf,219,219,1,1,1,1
SRP_SPB,47,47,1,1,1,1
tRNA-synt_1c_C,87,87,1,1,1,1
MoeA_N,12,12,1,1,1,1
PSI_8,11,11,1,1,1,1
Annexin,23,23,1,1,1,1
AhpC-TSA,55,55,1,1,1,1
Bac_luciferase,59,59,1,1,1,1
CheB_methylest,15,15,1,1,1,1
Pmp3,12,12,1,1,1,1
SH2,32,32,1,1,1,1
IGPS,177,177,1,1,1,1
CO_dh,11,11,1,1,1,1
cwf21,11,11,1,1,1,1
GST_C_2,16,16,1,1,1,1
GST_C_3,14,14,1,1,1,1
Rho_RNA_bind,15,15,1,1,1,1
PepX_N,11,11,1,1,1,1
TF_Zn_Ribbon,37,37,1,1,1,1
MTS,127,127,1,1,1,1
FBPase_2,28,28,1,1,1,1
E6,10,10,1,1,1,1
V_ATPase_I,17,17,1,1,1,1
Herpes_UL25,12,12,1,1,1,1
ATP-synt_8,22,22,1,1,1,1
ATP-synt_F,36,36,1,1,1,1
ATP-synt_D,41,41,1,1,1,1
ATP-synt_C,92,92,1,1,1,1
ATP-synt_B,349,349,1,1,1,1
ATP-synt_A,227,227,1,1,1,1
Pyr_redox_dim,47,47,1,1,1,1
Leu_Phe_trans,144,144,1,1,1,1
TrmB,11,11,1,1,1,1
FtsK_4TM,17,17,1,1,1,1
Peptidase_C48,19,19,1,1,1,1
FXa_inhibition,17,17,1,1,1,1
RHH_1,71,71,1,1,1,1
PNP_phzG_C,14,14,1,1,1,1
DUF576,19,19,1,1,1,1
DUF573,16,16,1,1,1,1
Ribonuclease_T2,14,14,1,1,1,1
PAP2,36,36,1,1,1,1
Septin,13,13,1,1,1,1
zf-NADH-PPase,20,20,1,1,1,1
Transferase,24,24,1,1,1,1
HPPK,13,13,1,1,1,1
MS_channel,15,15,1,1,1,1
GSH-S_N,27,27,1,1,1,1
Filament,39,39,1,1,1,1
DsrH,11,11,1,1,1,1
SLX9,10,10,1,1,1,1
Lactamase_B_2,165,165,1,1,1,1
OAD_gamma,12,12,1,1,1,1
X8,11,11,1,1,1,1
Nuc_sug_transp,15,15,1,1,1,1
Cyclin_N,83,83,1,1,1,1
Beta_elim_lyase,21,21,1,1,1,1
Cyclin_C,32,32,1,1,1,1
PPV_E2_N,10,10,1,1,1,1
PQ-loop,19,19,1,1,1,1
MOSC_N,25,25,1,1,1,1
An_peroxidase,11,11,1,1,1,1
TLD,56,56,1,1,1,1
AMP_N,15,15,1,1,1,1
Hormone_recep,56,56,1,1,1,1
Cupin_1,37,37,1,1,1,1
ECH_1,94,94,1,1,1,1
Cupin_4,16,16,1,1,1,1
E1_DerP2_DerF2,26,26,1,1,1,1
Cupin_8,20,20,1,1,1,1
Nramp,36,36,1,1,1,1
MMPL,19,19,1,1,1,1
Ribosomal_TL5_C,227,226,1,1,1,1
Aldolase_II,97,97,1,1,1,1
bZIP_2,11,11,1,1,1,1
DHQ_synthase,208,207,1,1,1,1
DUF436,20,20,1,1,1,1
ATP-synt_ab_Xtn,68,68,1,1,1,1
Sigma70_r1_1,17,17,1,1,1,1
UPF0147,12,12,1,1,1,1
HxlR,11,11,1,1,1,1
Flagellin_N,24,24,1,1,1,1
UCH,84,84,1,1,1,1
Bax1-I,24,24,1,1,1,1
Ipi1_N,14,14,1,1,1,1
Pro_racemase,34,34,1,1,1,1
Casein,16,16,1,1,1,1
tRNA_NucTran2_2,32,32,1,1,1,1
Peptidase_M1,41,41,1,1,1,1
Peptidase_M3,25,25,1,1,1,1
GreA_GreB,62,62,1,1,1,1
TPR_1,30,30,1,1,1,1
TPR_7,15,15,1,1,1,1
Piwi,17,17,1,1,1,1
Apocytochr_F_N,21,21,1,1,1,1
Zn_clus,115,115,1,1,1,1
OTU,13,13,1,1,1,1
LGT,195,195,1,1,1,1
Glycos_trans_3N,256,256,1,1,1,1
RecA,85,85,1,1,1,1
MotA_ExbB,22,22,1,1,1,1
Pep_deformylase,210,210,1,1,1,1
RecX,92,92,1,1,1,1
Gln-synt_C,12,12,1,1,1,1
BPD_transp_1,140,140,1,1,1,1
RecR,55,55,1,1,1,1
Gln-synt_N,14,14,1,1,1,1
Cyanate_lyase,23,23,1,1,1,1
Spindle_Spc25,14,14,1,1,1,1
DUF179,124,124,1,1,1,1
LolB,55,55,1,1,1,1
LolA,65,65,1,1,1,1
NQRA_SLBB,27,27,1,1,1,1
VWA_CoxE,10,10,1,1,1,1
Pam16,17,17,1,1,1,1
Pam17,12,12,1,1,1,1
CLN3,13,13,1,1,1,1
PNK3P,17,17,1,1,1,1
N_methyl,15,15,1,1,1,1
Xan_ur_permease,21,21,1,1,1,1
Arch_flagellin,26,26,1,1,1,1
ATPase_2,20,20,1,1,1,1
Glyco_transf_8,29,29,1,1,1,1
Ribosomal_S17e,37,37,1,1,1,1
Hormone_1,39,39,1,1,1,1
Oxidored_nitro,66,66,1,1,1,1
Glyco_transf_5,165,165,1,1,1,1
NTPase_1,26,26,1,1,1,1
Ribosomal_L19e,12,12,1,1,1,1
FtsH_ext,18,18,1,1,1,1
DEAD,129,129,1,1,1,1
FTR_C,12,12,1,1,1,1
LysM,51,51,1,1,1,1
zf-HC2,10,10,1,1,1,1
ELFV_dehydrog,17,17,1,1,1,1
BRCT,18,18,1,1,1,1
PHD,39,39,1,1,1,1
dsDNA_bind,42,42,1,1,1,1
Ribosomal_L27A,298,298,1,1,1,1
DHQS,28,28,1,1,1,1
Enoyl_reductase,35,35,1,1,1,1
ParA,63,63,1,1,1,1
TruB_C_2,31,31,1,1,1,1
TIMELESS_C,15,15,1,1,1,1
SKI,198,198,1,1,1,1
Serpin,82,82,1,1,1,1
DAP_epimerase,199,199,1,1,1,1
MoaE,37,37,1,1,1,1
MoaC,123,123,1,1,1,1
Ferritin,41,41,1,1,1,1
TCP,27,27,1,1,1,1
SIR2,116,116,1,1,1,1
DXP_reductoisom,214,214,1,1,1,1
COMM_domain,17,17,1,1,1,1
Dehydrin,13,13,1,1,1,1
DUF504,16,16,1,1,1,1
Ribosomal_S28e,13,13,1,1,1,1
RuvB_C,44,44,1,1,1,1
Acetyltransf_2,15,15,1,1,1,1
Acetyltransf_1,206,206,1,1,1,1
GatB_N,14,14,1,1,1,1
Acetyltransf_7,22,22,1,1,1,1
E3_UFM1_ligase,14,14,1,1,1,1
RbsD_FucU,84,84,1,1,1,1
Exo5,18,18,1,1,1,1
Herpes_UL17,12,12,1,1,1,1
Herpes_UL16,13,13,1,1,1,1
UbiA,372,372,1,1,1,1
PRAI,190,190,1,1,1,1
PsbM,11,11,1,1,1,1
PsbL,13,13,1,1,1,1
PsbN,22,22,1,1,1,1
PsbI,13,13,1,1,1,1
Melibiase_2,15,15,1,1,1,1
PsbK,12,12,1,1,1,1
PsbJ,21,21,1,1,1,1
PsbU,15,15,1,1,1,1
PsbT,18,18,1,1,1,1
PsbY,20,20,1,1,1,1
Cgr1,13,13,1,1,1,1
Redoxin,36,36,1,1,1,1
RIO1,22,22,1,1,1,1
CobS,119,119,1,1,1,1
GTP1_OBG,62,62,1,1,1,1
HpcH_HpaI,11,11,1,1,1,1
HTH_Tnp_1,10,10,1,1,1,1
bZIP_1,47,47,1,1,1,1
protein_MS5,19,19,1,1,1,1
Cut8,28,28,1,1,1,1
HTH_AraC,24,24,1,1,1,1
CybS,12,12,1,1,1,1
COesterase,39,39,1,1,1,1
CutC,27,27,1,1,1,1
Prefoldin_2,48,48,1,1,1,1
AstE_AspA,42,42,1,1,1,1
Chor_lyase,56,56,1,1,1,1
MtrA,13,13,1,1,1,1
YceI,12,12,1,1,1,1
zf-NPL4,13,13,1,1,1,1
Pterin_bind,16,16,1,1,1,1
TM2,10,10,1,1,1,1
CofC,57,57,1,1,1,1
TRAM,121,121,1,1,1,1
CBFD_NFYB_HMF,36,36,1,1,1,1
SIS_2,139,139,1,1,1,1
Globin,53,53,1,1,1,1
WSC,11,11,1,1,1,1
tRNA_NucTransf2,23,23,1,1,1,1
Transglycosylas,10,10,1,1,1,1
FMN_dh,84,84,1,1,1,1
Ribosomal_L31e,36,36,1,1,1,1
Glutaminase,60,60,1,1,1,1
Oxidored_q4,100,100,1,1,1,1
Snf7,35,35,1,1,1,1
Oxidored_q6,92,92,1,1,1,1
Esterase,15,15,1,1,1,1
Oxidored_q2,140,140,1,1,1,1
QueC,214,214,1,1,1,1
Peptidase_M16_C,55,55,1,1,1,1
SHIPPO-rpt,16,16,1,1,1,1
Prot_ATP_ID_OB,46,46,1,1,1,1
Clathrin,13,13,1,1,1,1
NucS,27,27,1,1,1,1
P5CR_dimer,22,22,1,1,1,1
Radical_SAM_N,13,13,1,1,1,1
Rad51,54,54,1,1,1,1
Viral_DNA_bp,12,12,1,1,1,1
Ribosomal_S8,274,274,1,1,1,1
SprT-like,17,17,1,1,1,1
SPOR,13,13,1,1,1,1
Trp_repressor,18,18,1,1,1,1
Fer4_14,15,15,1,1,1,1
Ribosomal_S5,24,24,1,1,1,1
Fer4_16,11,11,1,1,1,1
Ribosomal_S7,228,228,1,1,1,1
DUF3589,13,13,1,1,1,1
ACT_6,12,12,1,1,1,1
DNA_ligase_A_M,16,16,1,1,1,1
QRPTase_N,16,16,1,1,1,1
Fibrillarin,27,27,1,1,1,1
TauD,11,11,1,1,1,1
TauE,11,11,1,1,1,1
UPF0149,20,20,1,1,1,1
LrgA,18,18,1,1,1,1
Syd,28,28,1,1,1,1
Glyco_transf_22,27,27,1,1,1,1
Glyco_transf_20,18,18,1,1,1,1
Alg6_Alg8,15,15,1,1,1,1
Glyco_transf_25,11,11,1,1,1,1
DUF965,27,27,1,1,1,1
Glyco_transf_29,20,20,1,1,1,1
HisG_C,76,76,1,1,1,1
Clat_adaptor_s,20,20,1,1,1,1
2-Hacid_dh_C,64,64,1,1,1,1
POR,12,12,1,1,1,1
UPF0179,30,30,1,1,1,1
Ion_trans,72,72,1,1,1,1
Sec7,15,15,1,1,1,1
3HBOH,10,10,1,1,1,1
CCG,23,23,1,1,1,1
Lum_binding,10,10,1,1,1,1
CoA_trans,22,22,1,1,1,1
FdhE,17,17,1,1,1,1
MHC_I_3,15,15,1,1,1,1
Mur_ligase,30,30,1,1,1,1
PIN,39,39,1,1,1,1
Thyroglobulin_1,16,16,1,1,1,1
PI3_PI4_kinase,36,36,1,1,1,1
SBP_bac_11,15,15,1,1,1,1
G6PD_N,28,28,1,1,1,1
zf-CHC2,28,28,1,1,1,1
PsbH,11,11,1,1,1,1
Choline_transpo,21,21,1,1,1,1
Glycolytic,17,17,1,1,1,1
Porin_1,11,11,1,1,1,1
Porin_3,16,16,1,1,1,1
SspH,12,12,1,1,1,1
Phosphorylase,11,11,1,1,1,1
F-actin_cap_A,10,10,1,1,1,1
GCV_H,202,202,1,1,1,1
Sigma70_r4,22,22,1,1,1,1
SecB,107,107,1,1,1,1
SecE,20,20,1,1,1,1
SecG,11,11,1,1,1,1
UBX,26,26,1,1,1,1
UBA,18,18,1,1,1,1
SecY,52,52,1,1,1,1
Cytidylate_kin2,25,25,1,1,1,1
DJ-1_PfpI,34,34,1,1,1,1
NPH3,18,18,1,1,1,1
DEP,11,11,1,1,1,1
DUF1516,13,13,1,1,1,1
Jacalin,44,44,1,1,1,1
DNA_topoisoIV,43,43,1,1,1,1
OB_NTP_bind,18,18,1,1,1,1
Rnf-Nqr,73,73,1,1,1,1
SRP19,41,41,1,1,1,1
EzrA,18,18,1,1,1,1
TFIIE_alpha,30,30,1,1,1,1
RNase_T,133,133,1,1,1,1
PEPCK_C,11,11,1,1,1,1
GCV_T,40,40,1,1,1,1
Ribosomal_L12_N,253,253,1,1,1,1
Insulin,44,44,1,1,1,1
FAD_binding_6,15,15,1,1,1,1
PEPCK_N,28,28,1,1,1,1
Chorismate_bind,41,41,1,1,1,1
PapD_N,12,12,1,1,1,1
Arrestin_N,30,30,1,1,1,1
Roc,19,19,1,1,1,1
tRNA_edit,252,251,1,1,1,1
Peptidase_S21,12,12,1,1,1,1
Peptidase_S26,10,10,1,1,1,1
DHquinase_II,161,161,1,1,1,1
Peptidase_S24,212,212,1,1,1,1
Glyco_tran_10_N,11,11,1,1,1,1
Mntp,96,96,1,1,1,1
tRNA-synt_2b,536,534,1,1,1,1
tRNA-synt_2e,80,80,1,1,1,1
tRNA-synt_2d,228,228,1,1,1,1
AsnA,26,26,1,1,1,1
PIP5K,14,14,1,1,1,1
Phage_integrase,39,39,1,1,1,1
Acetate_kinase,185,185,1,1,1,1
Rad60-SLD,10,10,1,1,1,1
ACP,31,31,1,1,1,1
FadR_C,13,13,1,1,1,1
BetaGal_dom4_5,14,14,1,1,1,1
FlgI,65,65,1,1,1,1
Peptidase_S10,98,98,1,1,1,1
Ldh_1_N,196,196,1,1,1,1
DNA_pol3_delta2,13,13,1,1,1,1
Defensin_propep,15,15,1,1,1,1
Trehalose_PPase,20,20,1,1,1,1
AA_kinase,484,482,1,1,1,1
SBP_bac_3,45,45,1,1,1,1
SBP_bac_1,42,42,1,1,1,1
DUF2312,10,10,1,1,1,1
SBP_bac_5,22,22,1,1,1,1
PRTP,12,12,1,1,1,1
Peptidase_S7,10,10,1,1,1,1
NikR_C,11,11,1,1,1,1
wnt,13,13,1,1,1,1
Pro_isomerase,93,93,1,1,1,1
ATPase,16,16,1,1,1,1
Tissue_fac,19,19,1,1,1,1
Brix,17,17,1,1,1,1
LysR_substrate,115,115,1,1,1,1
Ycf9,16,16,1,1,1,1
Alpha-amylase_C,22,22,1,1,1,1
Ycf4,23,23,1,1,1,1
MIF4G,14,14,1,1,1,1
CcmE,120,120,1,1,1,1
Vps51,20,20,1,1,1,1
Na_Ca_ex,21,21,1,1,1,1
Cu-oxidase_2,20,20,1,1,1,1
Fer4_7,51,51,1,1,1,1
Fer4_8,17,17,1,1,1,1
RasGAP,15,15,1,1,1,1
YozE_SAM_like,28,28,1,1,1,1
Copper-bind,15,15,1,1,1,1
TK,87,87,1,1,1,1
Maf,285,285,1,1,1,1
G-gamma,16,16,1,1,1,1
zf-HC5HC2H,12,12,1,1,1,1
THF_DHG_CYH,68,68,1,1,1,1
PK_C,29,29,1,1,1,1
HrcA,106,106,1,1,1,1
TNF,25,25,1,1,1,1
Ssu72,10,10,1,1,1,1
PqqD,17,17,1,1,1,1
HicB_lk_antitox,10,10,1,1,1,1
DsbB,80,80,1,1,1,1
U3snoRNP10,25,25,1,1,1,1
TLV_coat,23,23,1,1,1,1
ECF-ribofla_trS,25,25,1,1,1,1
CDP-OH_P_transf,41,41,1,1,1,1
Keratin_2_head,38,38,1,1,1,1
RsfS,35,35,1,1,1,1
DHBP_synthase,54,54,1,1,1,1
HHH,16,16,1,1,1,1
PGAP1,15,15,1,1,1,1
UreF,91,91,1,1,1,1
Syja_N,16,16,1,1,1,1
Ribosomal_S20p,267,267,1,1,1,1
ArgJ,114,114,1,1,1,1
Cys_Met_Meta_PP,28,28,1,1,1,1
PSII_BNR,12,12,1,1,1,1
Inositol_P,42,42,1,1,1,1
Tubulin_C,16,16,1,1,1,1
Hydrolase,208,208,1,1,1,1
UPF0122,42,42,1,1,1,1
Histone_H2A_C,23,23,1,1,1,1
GXGXG,14,14,1,1,1,1
MAPEG,12,12,1,1,1,1
SelA,47,47,1,1,1,1
UCH_1,20,20,1,1,1,1
LuxS,70,70,1,1,1,1
WRKY,17,17,1,1,1,1
UAA,32,32,1,1,1,1
Coq4,51,51,1,1,1,1
RsgA_GTPase,78,78,1,1,1,1
DUF3461,11,11,1,1,1,1
Exonuc_VII_S,120,120,1,1,1,1
MarR,31,31,1,1,1,1
NAD_binding_10,24,24,1,1,1,1
Med6,17,17,1,1,1,1
Med7,23,23,1,1,1,1
Med4,19,19,1,1,1,1
Med5,12,12,1,1,1,1
SWIRM,11,11,1,1,1,1
Med8,19,19,1,1,1,1
DHO_dh,231,231,1,1,1,1
Sel1,37,37,1,1,1,1
DUF494,38,38,1,1,1,1
PMT_4TMC,12,12,1,1,1,1
CBM_48,128,128,1,1,1,1
Gliadin,15,15,1,1,1,1
Tubulin_3,15,15,1,1,1,1
CAF1,17,17,1,1,1,1
Fer4_21,11,11,1,1,1,1
BPD_transp_2,25,25,1,1,1,1
UPAR_LY6,33,33,1,1,1,1
ThylakoidFormat,19,19,1,1,1,1
F420_ligase,14,14,1,1,1,1
DUF150,49,49,1,1,1,1
Myc_N,13,13,1,1,1,1
3A,10,10,1,1,1,1
LYTB,168,168,1,1,1,1
Mitofilin,34,34,1,1,1,1
Ribosomal_L5_C,180,180,1,1,1,1
PcrB,65,65,1,1,1,1
BioW,24,24,1,1,1,1
RecU,32,32,1,1,1,1
DUF1508,13,13,1,1,1,1
SOR_SNZ,46,46,1,1,1,1
Homeobox,86,86,1,1,1,1
BacA,287,287,1,1,1,1
4HBT_2,22,22,1,1,1,1
DUF1507,12,12,1,1,1,1
Na_sulph_symp,17,17,1,1,1,1
TspO_MBR,10,10,1,1,1,1
Carn_acyltransf,12,12,1,1,1,1
IF3_C,16,16,1,1,1,1
Pec_lyase_C,34,34,1,1,1,1
PQQ_2,12,12,1,1,1,1
PQQ_3,13,13,1,1,1,1
Reticulon,15,15,1,1,1,1
CBS,71,71,1,1,1,1
H2TH,33,33,1,1,1,1
SOCS_box,14,14,1,1,1,1
Aldo_ket_red,81,81,1,1,1,1
GDP_Man_Dehyd,25,25,1,1,1,1
HhH-GPD,23,23,1,1,1,1
MARVEL,30,30,1,1,1,1
PTAC,15,15,1,1,1,1
Srg,24,24,1,1,1,1
Herpes_V23,10,10,1,1,1,1
Rib_5-P_isom_A,166,166,1,1,1,1
RecO_C,37,37,1,1,1,1
Skp1_POZ,23,23,1,1,1,1
XPG_I,26,26,1,1,1,1
RecO_N,194,194,1,1,1,1
UvrD_C,100,100,1,1,1,1
Fz,13,13,1,1,1,1
BRO1,31,31,1,1,1,1
Elong-fact-P_C,181,181,1,1,1,1
AAA_22,10,10,1,1,1,1
AAA_26,122,122,1,1,1,1
Ldh_1_C,91,91,1,1,1,1
Lipase,10,10,1,1,1,1
Yae1_N,17,17,1,1,1,1
Asp_Glu_race,140,140,1,1,1,1
DFP,10,10,1,1,1,1
Archease,18,18,1,1,1,1
US22,24,24,1,1,1,1
APOBEC_N,11,11,1,1,1,1
His_Phos_2,32,32,1,1,1,1
His_Phos_1,225,225,1,1,1,1
Sulfate_transp,19,19,1,1,1,1
ProQ_C,17,17,1,1,1,1
vATP-synt_AC39,27,27,1,1,1,1
DUF412,14,14,1,1,1,1
WXG100,22,22,1,1,1,1
Viral_coat,11,11,1,1,1,1
LigT_PEase,14,14,1,1,1,1
Aminotran_5,271,270,1,1,1,1
Aminotran_4,28,28,1,1,1,1
Methyltrans_RNA,12,12,1,1,1,1
PCP_red,45,45,1,1,1,1
TUDOR,30,30,1,1,1,1
CTP_transf_like,536,536,1,1,1,1
Carb_anhydrase,30,30,1,1,1,1
ATG_C,14,14,1,1,1,1
EI24,13,13,1,1,1,1
AdoMet_Synthase,31,31,1,1,1,1
ATE_N,76,76,1,1,1,1
Peptidase_C15,52,52,1,1,1,1
Peptidase_C14,39,39,1,1,1,1
Peptidase_C12,10,10,1,1,1,1
SEC-C,24,24,1,1,1,1
RNA_pol_N,35,35,1,1,1,1
SKIP_SNW,11,11,1,1,1,1
ATE_C,18,18,1,1,1,1
HIT,27,27,1,1,1,1
Slx4,30,30,1,1,1,1
KilA-N,16,16,1,1,1,1
DUF16,23,23,1,1,1,1
CSN8_PSD8_EIF3K,22,22,1,1,1,1
NHL,13,13,1,1,1,1
DUF3654,20,20,1,1,1,1
Pyr_redox,31,31,1,1,1,1
EFP_N,53,53,1,1,1,1
Med13_C,11,11,1,1,1,1
BAH,11,11,1,1,1,1
Myotub-related,15,15,1,1,1,1
PSI_PsaE,12,12,1,1,1,1
Integrin_alpha2,18,18,1,1,1,1
DUF525,56,56,1,1,1,1
Bet_v_1,10,10,1,1,1,1
YcgR,16,16,1,1,1,1
Epimerase,126,126,1,1,1,1
ABM,22,22,1,1,1,1
Nuc_deoxyrib_tr,16,16,1,1,1,1
Complex1_LYR_2,18,18,1,1,1,1
Neugrin,35,35,1,1,1,1
KOW,51,51,1,1,1,1
Rft-1,10,10,1,1,1,1
HD_assoc,69,69,1,1,1,1
Innexin,17,17,1,1,1,1
SLR1-BP,39,39,1,1,1,1
AdoMet_MTase,15,15,1,1,1,1
NiFeSe_Hases,22,22,1,1,1,1
EGF_CA,34,34,1,1,1,1
HisKA_3,13,13,1,1,1,1
Profilin,17,17,1,1,1,1
PAPS_reduct,83,83,1,1,1,1
MdoG,21,21,1,1,1,1
Abhydrolase_2,20,20,1,1,1,1
DUF2057,21,21,1,1,1,1
RIIa,10,10,1,1,1,1
Abhydrolase_3,45,45,1,1,1,1
MukF_C,11,11,1,1,1,1
Aconitase_C,196,196,1,1,1,1
PSI_PsaJ,22,22,1,1,1,1
SurA_N,43,43,1,1,1,1
Cwf_Cwc_15,10,10,1,1,1,1
Stress-antifung,90,90,1,1,1,1
Prefoldin,51,51,1,1,1,1
Thr_synth_N,10,10,1,1,1,1
ApbA_C,20,20,1,1,1,1
Lipoprotein_X,14,14,1,1,1,1
IMP_cyclohyd,14,14,1,1,1,1
FGF,10,10,1,1,1,1
NADHdh,157,157,1,1,1,1
Gar1,11,11,1,1,1,1
Cofilin_ADF,27,27,1,1,1,1
60KD_IMP,55,55,1,1,1,1
Y_phosphatase,30,30,1,1,1,1
DUF896,33,33,1,1,1,1
PYRIN,14,14,1,1,1,1
DUF1967,18,18,1,1,1,1
Choline_kinase,11,11,1,1,1,1
Cathelicidins,14,14,1,1,1,1
TCTP,16,16,1,1,1,1
7tm_2,23,23,1,1,1,1
7tm_1,343,342,1,1,1,1
7tm_6,29,29,1,1,1,1
7tm_7,36,36,1,1,1,1
7tm_4,167,167,1,1,1,1
DapH_N,15,15,1,1,1,1
Rhodanese,171,171,1,1,1,1
ALG3,15,15,1,1,1,1
NdhN,21,21,1,1,1,1
Cellulose_synt,18,18,1,1,1,1
NdhL,19,19,1,1,1,1
LysE,20,20,1,1,1,1
NtCtMGAM_N,11,11,1,1,1,1
5_3_exonuc_N,39,39,1,1,1,1
EnY2,20,20,1,1,1,1
tRNA_int_endo_N,29,29,1,1,1,1
SNase,44,44,1,1,1,1
FGGY_C,22,22,1,1,1,1
KduI,30,30,1,1,1,1
POTRA_1,58,58,1,1,1,1
PLDc_2,25,25,1,1,1,1
OxoGdeHyase_C,16,16,1,1,1,1
FGGY_N,213,212,1,1,1,1
Cytochrome_B,16,16,1,1,1,1
TENA_THI-4,23,23,1,1,1,1
UPF0154,22,22,1,1,1,1
HRDC,13,13,1,1,1,1
5-FTHF_cyc-lig,11,11,1,1,1,1
Tub,10,10,1,1,1,1
DeoC,162,162,1,1,1,1
3HCDH_N,21,21,1,1,1,1
Glyco_hydro_9,17,17,1,1,1,1
Glyco_hydro_2,19,19,1,1,1,1
Glyco_hydro_1,51,51,1,1,1,1
Glyco_hydro_7,14,14,1,1,1,1
Glyco_hydro_6,11,11,1,1,1,1
Lon_C,18,18,1,1,1,1
Sdh_cyt,19,19,1,1,1,1
FolB,11,11,1,1,1,1
PLDc_N,20,20,1,1,1,1
HTH_18,33,33,1,1,1,1
PAS_9,26,26,1,1,1,1
PhoU,23,23,1,1,1,1
Ribosomal_L39,29,29,1,1,1,1
ThiS,24,24,1,1,1,1
PAS_3,11,11,1,1,1,1
DHHA2,32,32,1,1,1,1
ATP-cone,237,237,1,1,1,1
Phage_portal,10,10,1,1,1,1
YcgL,56,56,1,1,1,1
Hexokinase_2,15,15,1,1,1,1
CN_hydrolase,109,109,1,1,1,1
MMM1,62,62,1,1,1,1
NAPRTase,44,44,1,1,1,1
XFP_N,24,24,1,1,1,1
Lamp,13,13,1,1,1,1
SLC12,10,10,1,1,1,1
SbcCD_C,10,10,1,1,1,1
Rad52_Rad22,12,12,1,1,1,1
LamB,15,15,1,1,1,1
Lipoprotein_3,21,21,1,1,1,1
Sigma70_r2,12,12,1,1,1,1
RhoGEF,33,33,1,1,1,1
Glyco_trans_1_4,14,14,1,1,1,1
CLP_protease,172,172,1,1,1,1
ASC,32,32,1,1,1,1
SMI1_KNR4,11,11,1,1,1,1
Bmp,26,26,1,1,1,1
Spb1_C,13,13,1,1,1,1
FabA,204,204,1,1,1,1
RRT14,14,14,1,1,1,1
SmpA_OmlA,12,12,1,1,1,1
Acetyltransf_10,10,10,1,1,1,1
zf-C4_ClpX,73,73,1,1,1,1
Acetyltransf_16,19,19,1,1,1,1
Citrate_synt,33,33,1,1,1,1
PD40,32,32,1,1,1,1
DUF313,17,17,1,1,1,1
Ku,31,31,1,1,1,1
DUP,10,10,1,1,1,1
Phospholip_B,14,14,1,1,1,1
Synaptobrevin,19,19,1,1,1,1
PTPS,14,14,1,1,1,1
Fe_hyd_SSU,15,15,1,1,1,1
DisA_N,17,17,1,1,1,1
AAA_31,12,12,1,1,1,1
Methyltr_RsmB-F,17,17,1,1,1,1
DRTGG,10,10,1,1,1,1
DUF445,30,30,1,1,1,1
SCRL,21,21,1,1,1,1
B12-binding_2,11,11,1,1,1,1
EutC,15,15,1,1,1,1
NadA,82,82,1,1,1,1
ERCC4,26,26,1,1,1,1
NAD_kinase,255,255,1,1,1,1
Rpr2,30,30,1,1,1,1
CYTH,11,11,1,1,1,1
HTH_5,18,18,1,1,1,1
HTH_3,78,78,1,1,1,1
AstB,36,36,1,1,1,1
DUF402,18,18,1,1,1,1
Dak2,14,14,1,1,1,1
peroxidase,214,214,1,1,1,1
BIR,16,16,1,1,1,1
RNA_pol_Rpc82,18,18,1,1,1,1
XK-related,11,11,1,1,1,1
SLT,79,79,1,1,1,1
Prenyltransf,115,115,1,1,1,1
SOXp,14,14,1,1,1,1
Carboxyl_trans,206,206,1,1,1,1
Disulph_isomer,21,21,1,1,1,1
MCM,10,10,1,1,1,1
Pectinesterase,23,23,1,1,1,1
